Identifier;DimensionGroupId;DimensionId;Index;Title;Description;DetailRegionCode
BU03634100;GM0363;WijkenEnBuurten;1175;John Franklinbuurt;Buurt 'John Franklinbuurt' (BU03634100) is een buurt in wijk 'Van Galenbuurt' in de gemeente 'Amsterdam'.;BU03634100
BU03634101;GM0363;WijkenEnBuurten;1176;Jan Maijenbuurt;Buurt 'Jan Maijenbuurt' (BU03634101) is een buurt in wijk 'Van Galenbuurt' in de gemeente 'Amsterdam'.;BU03634101
BU03634102;GM0363;WijkenEnBuurten;1177;Orteliusbuurt Noord;Buurt 'Orteliusbuurt Noord' (BU03634102) is een buurt in wijk 'Van Galenbuurt' in de gemeente 'Amsterdam'.;BU03634102
BU03634103;GM0363;WijkenEnBuurten;1178;Mercatorpark;Buurt 'Mercatorpark' (BU03634103) is een buurt in wijk 'Van Galenbuurt' in de gemeente 'Amsterdam'.;BU03634103
WK036342;GM0363;WijkenEnBuurten;1179;Hoofdweg e.o.;Wijk 'Hoofdweg e.o.' (WK036342) is een wijk in de gemeente 'Amsterdam'.;WK036342
BU03634200;GM0363;WijkenEnBuurten;1180;Balboaplein e.o.;Buurt 'Balboaplein e.o.' (BU03634200) is een buurt in wijk 'Hoofdweg e.o.' in de gemeente 'Amsterdam'.;BU03634200
BU03634201;GM0363;WijkenEnBuurten;1181;Columbusplein e.o.;Buurt 'Columbusplein e.o.' (BU03634201) is een buurt in wijk 'Hoofdweg e.o.' in de gemeente 'Amsterdam'.;BU03634201
BU03634202;GM0363;WijkenEnBuurten;1182;Orteliusbuurt Midden;Buurt 'Orteliusbuurt Midden' (BU03634202) is een buurt in wijk 'Hoofdweg e.o.' in de gemeente 'Amsterdam'.;BU03634202
BU03634203;GM0363;WijkenEnBuurten;1183;Orteliusbuurt Zuid;Buurt 'Orteliusbuurt Zuid' (BU03634203) is een buurt in wijk 'Hoofdweg e.o.' in de gemeente 'Amsterdam'.;BU03634203
WK036343;GM0363;WijkenEnBuurten;1184;Westindische Buurt;Wijk 'Westindische Buurt' (WK036343) is een wijk in de gemeente 'Amsterdam'.;WK036343
BU03634300;GM0363;WijkenEnBuurten;1185;Paramariboplein e.o.;Buurt 'Paramariboplein e.o.' (BU03634300) is een buurt in wijk 'Westindische Buurt' in de gemeente 'Amsterdam'.;BU03634300
BU03634301;GM0363;WijkenEnBuurten;1186;Postjeskade e.o.;Buurt 'Postjeskade e.o.' (BU03634301) is een buurt in wijk 'Westindische Buurt' in de gemeente 'Amsterdam'.;BU03634301
WK036344;GM0363;WijkenEnBuurten;1187;Hoofddorppleinbuurt;Wijk 'Hoofddorppleinbuurt' (WK036344) is een wijk in de gemeente 'Amsterdam'.;WK036344
BU03634400;GM0363;WijkenEnBuurten;1188;Surinamepleinbuurt;Buurt 'Surinamepleinbuurt' (BU03634400) is een buurt in wijk 'Hoofddorppleinbuurt' in de gemeente 'Amsterdam'.;BU03634400
BU03634401;GM0363;WijkenEnBuurten;1189;Westlandgrachtbuurt;Buurt 'Westlandgrachtbuurt' (BU03634401) is een buurt in wijk 'Hoofddorppleinbuurt' in de gemeente 'Amsterdam'.;BU03634401
BU03634402;GM0363;WijkenEnBuurten;1190;Aalsmeerwegbuurt West;Buurt 'Aalsmeerwegbuurt West' (BU03634402) is een buurt in wijk 'Hoofddorppleinbuurt' in de gemeente 'Amsterdam'.;BU03634402
BU03634403;GM0363;WijkenEnBuurten;1191;Aalsmeerwegbuurt Oost;Buurt 'Aalsmeerwegbuurt Oost' (BU03634403) is een buurt in wijk 'Hoofddorppleinbuurt' in de gemeente 'Amsterdam'.;BU03634403
BU03634404;GM0363;WijkenEnBuurten;1192;Legmeerpleinbuurt;Buurt 'Legmeerpleinbuurt' (BU03634404) is een buurt in wijk 'Hoofddorppleinbuurt' in de gemeente 'Amsterdam'.;BU03634404
BU03634405;GM0363;WijkenEnBuurten;1193;Bedrijventerrein Schinkel;Buurt 'Bedrijventerrein Schinkel' (BU03634405) is een buurt in wijk 'Hoofddorppleinbuurt' in de gemeente 'Amsterdam'.;BU03634405
WK036345;GM0363;WijkenEnBuurten;1194;Schinkelbuurt;Wijk 'Schinkelbuurt' (WK036345) is een wijk in de gemeente 'Amsterdam'.;WK036345
BU03634500;GM0363;WijkenEnBuurten;1195;Schinkelbuurt Noord;Buurt 'Schinkelbuurt Noord' (BU03634500) is een buurt in wijk 'Schinkelbuurt' in de gemeente 'Amsterdam'.;BU03634500
BU03634501;GM0363;WijkenEnBuurten;1196;Schinkelbuurt Zuid;Buurt 'Schinkelbuurt Zuid' (BU03634501) is een buurt in wijk 'Schinkelbuurt' in de gemeente 'Amsterdam'.;BU03634501
WK036346;GM0363;WijkenEnBuurten;1197;Willemspark;Wijk 'Willemspark' (WK036346) is een wijk in de gemeente 'Amsterdam'.;WK036346
BU03634600;GM0363;WijkenEnBuurten;1198;Valeriusbuurt Oost;Buurt 'Valeriusbuurt Oost' (BU03634600) is een buurt in wijk 'Willemspark' in de gemeente 'Amsterdam'.;BU03634600
BU03634601;GM0363;WijkenEnBuurten;1199;Valeriusbuurt West;Buurt 'Valeriusbuurt West' (BU03634601) is een buurt in wijk 'Willemspark' in de gemeente 'Amsterdam'.;BU03634601
BU03634602;GM0363;WijkenEnBuurten;1200;Willemsparkbuurt Noord;Buurt 'Willemsparkbuurt Noord' (BU03634602) is een buurt in wijk 'Willemspark' in de gemeente 'Amsterdam'.;BU03634602
BU03634603;GM0363;WijkenEnBuurten;1201;Vondelpark West;Buurt 'Vondelpark West' (BU03634603) is een buurt in wijk 'Willemspark' in de gemeente 'Amsterdam'.;BU03634603
WK036347;GM0363;WijkenEnBuurten;1202;Museumkwartier;Wijk 'Museumkwartier' (WK036347) is een wijk in de gemeente 'Amsterdam'.;WK036347
BU03634700;GM0363;WijkenEnBuurten;1203;Johannnes Vermeerbuurt;Buurt 'Johannnes Vermeerbuurt' (BU03634700) is een buurt in wijk 'Museumkwartier' in de gemeente 'Amsterdam'.;BU03634700
BU03634701;GM0363;WijkenEnBuurten;1204;P.C. Hooftbuurt;Buurt 'P.C. Hooftbuurt' (BU03634701) is een buurt in wijk 'Museumkwartier' in de gemeente 'Amsterdam'.;BU03634701
BU03634702;GM0363;WijkenEnBuurten;1205;Concertgebouwbuurt;Buurt 'Concertgebouwbuurt' (BU03634702) is een buurt in wijk 'Museumkwartier' in de gemeente 'Amsterdam'.;BU03634702
BU03634703;GM0363;WijkenEnBuurten;1206;Cornelis Schuytbuurt;Buurt 'Cornelis Schuytbuurt' (BU03634703) is een buurt in wijk 'Museumkwartier' in de gemeente 'Amsterdam'.;BU03634703
BU03634704;GM0363;WijkenEnBuurten;1207;Banpleinbuurt;Buurt 'Banpleinbuurt' (BU03634704) is een buurt in wijk 'Museumkwartier' in de gemeente 'Amsterdam'.;BU03634704
BU03634705;GM0363;WijkenEnBuurten;1208;Hondecoeterbuurt;Buurt 'Hondecoeterbuurt' (BU03634705) is een buurt in wijk 'Museumkwartier' in de gemeente 'Amsterdam'.;BU03634705
BU03634706;GM0363;WijkenEnBuurten;1209;Harmoniehofbuurt;Buurt 'Harmoniehofbuurt' (BU03634706) is een buurt in wijk 'Museumkwartier' in de gemeente 'Amsterdam'.;BU03634706
BU03634707;GM0363;WijkenEnBuurten;1210;Museumplein;Buurt 'Museumplein' (BU03634707) is een buurt in wijk 'Museumkwartier' in de gemeente 'Amsterdam'.;BU03634707
BU03634708;GM0363;WijkenEnBuurten;1211;Vondelpark Oost;Buurt 'Vondelpark Oost' (BU03634708) is een buurt in wijk 'Museumkwartier' in de gemeente 'Amsterdam'.;BU03634708
BU03634709;GM0363;WijkenEnBuurten;1212;Duivelseiland;Buurt 'Duivelseiland' (BU03634709) is een buurt in wijk 'Museumkwartier' in de gemeente 'Amsterdam'.;BU03634709
WK036348;GM0363;WijkenEnBuurten;1213;Stadionbuurt;Wijk 'Stadionbuurt' (WK036348) is een wijk in de gemeente 'Amsterdam'.;WK036348
BU03634800;GM0363;WijkenEnBuurten;1214;Bertelmanpleinbuurt;Buurt 'Bertelmanpleinbuurt' (BU03634800) is een buurt in wijk 'Stadionbuurt' in de gemeente 'Amsterdam'.;BU03634800
BU03634801;GM0363;WijkenEnBuurten;1215;Marathonbuurt Oost;Buurt 'Marathonbuurt Oost' (BU03634801) is een buurt in wijk 'Stadionbuurt' in de gemeente 'Amsterdam'.;BU03634801
BU03634802;GM0363;WijkenEnBuurten;1216;Marathonbuurt West;Buurt 'Marathonbuurt West' (BU03634802) is een buurt in wijk 'Stadionbuurt' in de gemeente 'Amsterdam'.;BU03634802
BU03634803;GM0363;WijkenEnBuurten;1217;Olympisch Stadion e.o.;Buurt 'Olympisch Stadion e.o.' (BU03634803) is een buurt in wijk 'Stadionbuurt' in de gemeente 'Amsterdam'.;BU03634803
BU03634804;GM0363;WijkenEnBuurten;1218;IJsbaanpad e.o.;Buurt 'IJsbaanpad e.o.' (BU03634804) is een buurt in wijk 'Stadionbuurt' in de gemeente 'Amsterdam'.;BU03634804
BU03634805;GM0363;WijkenEnBuurten;1219;Van Tuyllbuurt;Buurt 'Van Tuyllbuurt' (BU03634805) is een buurt in wijk 'Stadionbuurt' in de gemeente 'Amsterdam'.;BU03634805
WK036349;GM0363;WijkenEnBuurten;1220;Apollobuurt;Wijk 'Apollobuurt' (WK036349) is een wijk in de gemeente 'Amsterdam'.;WK036349
BU03634900;GM0363;WijkenEnBuurten;1221;Diepenbrockbuurt;Buurt 'Diepenbrockbuurt' (BU03634900) is een buurt in wijk 'Apollobuurt' in de gemeente 'Amsterdam'.;BU03634900
BU03634901;GM0363;WijkenEnBuurten;1222;Beethovenbuurt;Buurt 'Beethovenbuurt' (BU03634901) is een buurt in wijk 'Apollobuurt' in de gemeente 'Amsterdam'.;BU03634901
BU03634902;GM0363;WijkenEnBuurten;1223;Hiltonbuurt;Buurt 'Hiltonbuurt' (BU03634902) is een buurt in wijk 'Apollobuurt' in de gemeente 'Amsterdam'.;BU03634902
BU03634903;GM0363;WijkenEnBuurten;1224;Minervabuurt Noord;Buurt 'Minervabuurt Noord' (BU03634903) is een buurt in wijk 'Apollobuurt' in de gemeente 'Amsterdam'.;BU03634903
BU03634904;GM0363;WijkenEnBuurten;1225;Minervabuurt Midden;Buurt 'Minervabuurt Midden' (BU03634904) is een buurt in wijk 'Apollobuurt' in de gemeente 'Amsterdam'.;BU03634904
BU03634905;GM0363;WijkenEnBuurten;1226;Minervabuurt Zuid;Buurt 'Minervabuurt Zuid' (BU03634905) is een buurt in wijk 'Apollobuurt' in de gemeente 'Amsterdam'.;BU03634905
WK036350;GM0363;WijkenEnBuurten;1227;IJburg Oost;Wijk 'IJburg Oost' (WK036350) is een wijk in de gemeente 'Amsterdam'.;WK036350
BU03635000;GM0363;WijkenEnBuurten;1228;Strandeiland;Buurt 'Strandeiland' (BU03635000) is een buurt in wijk 'IJburg Oost' in de gemeente 'Amsterdam'.;BU03635000
BU03635001;GM0363;WijkenEnBuurten;1229;Middeneiland Zuidoost;Buurt 'Middeneiland Zuidoost' (BU03635001) is een buurt in wijk 'IJburg Oost' in de gemeente 'Amsterdam'.;BU03635001
BU03635003;GM0363;WijkenEnBuurten;1230;Middeneiland Zuidwest;Buurt 'Middeneiland Zuidwest' (BU03635003) is een buurt in wijk 'IJburg Oost' in de gemeente 'Amsterdam'.;BU03635003
BU03635005;GM0363;WijkenEnBuurten;1231;Buiteneiland;Buurt 'Buiteneiland' (BU03635005) is een buurt in wijk 'IJburg Oost' in de gemeente 'Amsterdam'.;BU03635005
BU03635006;GM0363;WijkenEnBuurten;1232;Centrumeiland;Buurt 'Centrumeiland' (BU03635006) is een buurt in wijk 'IJburg Oost' in de gemeente 'Amsterdam'.;BU03635006
WK036351;GM0363;WijkenEnBuurten;1233;IJburg Zuid;Wijk 'IJburg Zuid' (WK036351) is een wijk in de gemeente 'Amsterdam'.;WK036351
BU03635100;GM0363;WijkenEnBuurten;1234;Rieteiland Oost;Buurt 'Rieteiland Oost' (BU03635100) is een buurt in wijk 'IJburg Zuid' in de gemeente 'Amsterdam'.;BU03635100
BU03635101;GM0363;WijkenEnBuurten;1235;Haveneiland Oost;Buurt 'Haveneiland Oost' (BU03635101) is een buurt in wijk 'IJburg Zuid' in de gemeente 'Amsterdam'.;BU03635101
BU03635102;GM0363;WijkenEnBuurten;1236;Haveneiland Noord;Buurt 'Haveneiland Noord' (BU03635102) is een buurt in wijk 'IJburg Zuid' in de gemeente 'Amsterdam'.;BU03635102
WK036352;GM0363;WijkenEnBuurten;1237;Scheldebuurt;Wijk 'Scheldebuurt' (WK036352) is een wijk in de gemeente 'Amsterdam'.;WK036352
BU03635200;GM0363;WijkenEnBuurten;1238;Wielingenbuurt;Buurt 'Wielingenbuurt' (BU03635200) is een buurt in wijk 'Scheldebuurt' in de gemeente 'Amsterdam'.;BU03635200
BU03635201;GM0363;WijkenEnBuurten;1239;Scheldebuurt West;Buurt 'Scheldebuurt West' (BU03635201) is een buurt in wijk 'Scheldebuurt' in de gemeente 'Amsterdam'.;BU03635201
BU03635202;GM0363;WijkenEnBuurten;1240;Scheldebuurt Midden;Buurt 'Scheldebuurt Midden' (BU03635202) is een buurt in wijk 'Scheldebuurt' in de gemeente 'Amsterdam'.;BU03635202
BU03635203;GM0363;WijkenEnBuurten;1241;Scheldebuurt Oost;Buurt 'Scheldebuurt Oost' (BU03635203) is een buurt in wijk 'Scheldebuurt' in de gemeente 'Amsterdam'.;BU03635203
BU03635206;GM0363;WijkenEnBuurten;1242;Veluwebuurt;Buurt 'Veluwebuurt' (BU03635206) is een buurt in wijk 'Scheldebuurt' in de gemeente 'Amsterdam'.;BU03635206
BU03635207;GM0363;WijkenEnBuurten;1243;Kop Zuidas;Buurt 'Kop Zuidas' (BU03635207) is een buurt in wijk 'Scheldebuurt' in de gemeente 'Amsterdam'.;BU03635207
WK036353;GM0363;WijkenEnBuurten;1244;IJselbuurt;Wijk 'IJselbuurt' (WK036353) is een wijk in de gemeente 'Amsterdam'.;WK036353
BU03635300;GM0363;WijkenEnBuurten;1245;IJselbuurt West;Buurt 'IJselbuurt West' (BU03635300) is een buurt in wijk 'IJselbuurt' in de gemeente 'Amsterdam'.;BU03635300
BU03635301;GM0363;WijkenEnBuurten;1246;IJselbuurt Oost;Buurt 'IJselbuurt Oost' (BU03635301) is een buurt in wijk 'IJselbuurt' in de gemeente 'Amsterdam'.;BU03635301
WK036354;GM0363;WijkenEnBuurten;1247;Rijnbuurt;Wijk 'Rijnbuurt' (WK036354) is een wijk in de gemeente 'Amsterdam'.;WK036354
BU03635400;GM0363;WijkenEnBuurten;1248;Kromme Mijdrechtbuurt;Buurt 'Kromme Mijdrechtbuurt' (BU03635400) is een buurt in wijk 'Rijnbuurt' in de gemeente 'Amsterdam'.;BU03635400
BU03635401;GM0363;WijkenEnBuurten;1249;Rijnbuurt Oost;Buurt 'Rijnbuurt Oost' (BU03635401) is een buurt in wijk 'Rijnbuurt' in de gemeente 'Amsterdam'.;BU03635401
BU03635402;GM0363;WijkenEnBuurten;1250;Rijnbuurt Midden;Buurt 'Rijnbuurt Midden' (BU03635402) is een buurt in wijk 'Rijnbuurt' in de gemeente 'Amsterdam'.;BU03635402
BU03635403;GM0363;WijkenEnBuurten;1251;Rijnbuurt West;Buurt 'Rijnbuurt West' (BU03635403) is een buurt in wijk 'Rijnbuurt' in de gemeente 'Amsterdam'.;BU03635403
BU03635404;GM0363;WijkenEnBuurten;1252;Zorgvlied;Buurt 'Zorgvlied' (BU03635404) is een buurt in wijk 'Rijnbuurt' in de gemeente 'Amsterdam'.;BU03635404
WK036355;GM0363;WijkenEnBuurten;1253;Frankendael;Wijk 'Frankendael' (WK036355) is een wijk in de gemeente 'Amsterdam'.;WK036355
BU03635501;GM0363;WijkenEnBuurten;1254;De Eenhoorn;Buurt 'De Eenhoorn' (BU03635501) is een buurt in wijk 'Frankendael' in de gemeente 'Amsterdam'.;BU03635501
BU03635502;GM0363;WijkenEnBuurten;1255;Julianapark;Buurt 'Julianapark' (BU03635502) is een buurt in wijk 'Frankendael' in de gemeente 'Amsterdam'.;BU03635502
BU03635503;GM0363;WijkenEnBuurten;1256;Don Bosco;Buurt 'Don Bosco' (BU03635503) is een buurt in wijk 'Frankendael' in de gemeente 'Amsterdam'.;BU03635503
BU03635504;GM0363;WijkenEnBuurten;1257;Frankendael;Buurt 'Frankendael' (BU03635504) is een buurt in wijk 'Frankendael' in de gemeente 'Amsterdam'.;BU03635504
BU03635505;GM0363;WijkenEnBuurten;1258;Tuindorp Amstelstation;Buurt 'Tuindorp Amstelstation' (BU03635505) is een buurt in wijk 'Frankendael' in de gemeente 'Amsterdam'.;BU03635505
BU03635506;GM0363;WijkenEnBuurten;1259;De Wetbuurt;Buurt 'De Wetbuurt' (BU03635506) is een buurt in wijk 'Frankendael' in de gemeente 'Amsterdam'.;BU03635506
BU03635507;GM0363;WijkenEnBuurten;1260;Tuindorp Frankendael;Buurt 'Tuindorp Frankendael' (BU03635507) is een buurt in wijk 'Frankendael' in de gemeente 'Amsterdam'.;BU03635507
BU03635508;GM0363;WijkenEnBuurten;1261;Van der Kunbuurt;Buurt 'Van der Kunbuurt' (BU03635508) is een buurt in wijk 'Frankendael' in de gemeente 'Amsterdam'.;BU03635508
WK036356;GM0363;WijkenEnBuurten;1262;Middenmeer;Wijk 'Middenmeer' (WK036356) is een wijk in de gemeente 'Amsterdam'.;WK036356
BU03635600;GM0363;WijkenEnBuurten;1263;Linnaeusparkbuurt;Buurt 'Linnaeusparkbuurt' (BU03635600) is een buurt in wijk 'Middenmeer' in de gemeente 'Amsterdam'.;BU03635600
BU03635601;GM0363;WijkenEnBuurten;1264;Middenmeer Noord;Buurt 'Middenmeer Noord' (BU03635601) is een buurt in wijk 'Middenmeer' in de gemeente 'Amsterdam'.;BU03635601
BU03635602;GM0363;WijkenEnBuurten;1265;Middenmeer Zuid;Buurt 'Middenmeer Zuid' (BU03635602) is een buurt in wijk 'Middenmeer' in de gemeente 'Amsterdam'.;BU03635602
BU03635603;GM0363;WijkenEnBuurten;1266;Sportpark Middenmeer Zuid;Buurt 'Sportpark Middenmeer Zuid' (BU03635603) is een buurt in wijk 'Middenmeer' in de gemeente 'Amsterdam'.;BU03635603
BU03635604;GM0363;WijkenEnBuurten;1267;Sportpark Middenmeer Noord;Buurt 'Sportpark Middenmeer Noord' (BU03635604) is een buurt in wijk 'Middenmeer' in de gemeente 'Amsterdam'.;BU03635604
BU03635605;GM0363;WijkenEnBuurten;1268;Park de Meer;Buurt 'Park de Meer' (BU03635605) is een buurt in wijk 'Middenmeer' in de gemeente 'Amsterdam'.;BU03635605
BU03635606;GM0363;WijkenEnBuurten;1269;Sportpark Voorland;Buurt 'Sportpark Voorland' (BU03635606) is een buurt in wijk 'Middenmeer' in de gemeente 'Amsterdam'.;BU03635606
BU03635607;GM0363;WijkenEnBuurten;1270;Science Park Noord;Buurt 'Science Park Noord' (BU03635607) is een buurt in wijk 'Middenmeer' in de gemeente 'Amsterdam'.;BU03635607
BU03635608;GM0363;WijkenEnBuurten;1271;Science Park Zuid;Buurt 'Science Park Zuid' (BU03635608) is een buurt in wijk 'Middenmeer' in de gemeente 'Amsterdam'.;BU03635608
WK036357;GM0363;WijkenEnBuurten;1272;Betondorp;Wijk 'Betondorp' (WK036357) is een wijk in de gemeente 'Amsterdam'.;WK036357
BU03635700;GM0363;WijkenEnBuurten;1273;Betondorp;Buurt 'Betondorp' (BU03635700) is een buurt in wijk 'Betondorp' in de gemeente 'Amsterdam'.;BU03635700
BU03635701;GM0363;WijkenEnBuurten;1274;Nieuwe Oosterbegraafplaats;Buurt 'Nieuwe Oosterbegraafplaats' (BU03635701) is een buurt in wijk 'Betondorp' in de gemeente 'Amsterdam'.;BU03635701
BU03635702;GM0363;WijkenEnBuurten;1275;Drieburg;Buurt 'Drieburg' (BU03635702) is een buurt in wijk 'Betondorp' in de gemeente 'Amsterdam'.;BU03635702
WK036358;GM0363;WijkenEnBuurten;1276;Omval/Overamstel;Wijk 'Omval/Overamstel' (WK036358) is een wijk in de gemeente 'Amsterdam'.;WK036358
BU03635801;GM0363;WijkenEnBuurten;1277;Weespertrekvaart;Buurt 'Weespertrekvaart' (BU03635801) is een buurt in wijk 'Omval/Overamstel' in de gemeente 'Amsterdam'.;BU03635801
BU03635804;GM0363;WijkenEnBuurten;1278;Amstelglorie;Buurt 'Amstelglorie' (BU03635804) is een buurt in wijk 'Omval/Overamstel' in de gemeente 'Amsterdam'.;BU03635804
BU03635805;GM0363;WijkenEnBuurten;1279;Overamstel;Buurt 'Overamstel' (BU03635805) is een buurt in wijk 'Omval/Overamstel' in de gemeente 'Amsterdam'.;BU03635805
BU03635806;GM0363;WijkenEnBuurten;1280;Amstelkwartier Noord;Buurt 'Amstelkwartier Noord' (BU03635806) is een buurt in wijk 'Omval/Overamstel' in de gemeente 'Amsterdam'.;BU03635806
BU03635807;GM0363;WijkenEnBuurten;1281;De Omval;Buurt 'De Omval' (BU03635807) is een buurt in wijk 'Omval/Overamstel' in de gemeente 'Amsterdam'.;BU03635807
BU03635808;GM0363;WijkenEnBuurten;1282;Amstelkwartier Zuid;Buurt 'Amstelkwartier Zuid' (BU03635808) is een buurt in wijk 'Omval/Overamstel' in de gemeente 'Amsterdam'.;BU03635808
BU03635809;GM0363;WijkenEnBuurten;1283;Amstelkwartier West;Buurt 'Amstelkwartier West' (BU03635809) is een buurt in wijk 'Omval/Overamstel' in de gemeente 'Amsterdam'.;BU03635809
WK036359;GM0363;WijkenEnBuurten;1284;Prinses Irenebuurt e.o.;Wijk 'Prinses Irenebuurt e.o.' (WK036359) is een wijk in de gemeente 'Amsterdam'.;WK036359
BU03635900;GM0363;WijkenEnBuurten;1285;Prinses Irenebuurt;Buurt 'Prinses Irenebuurt' (BU03635900) is een buurt in wijk 'Prinses Irenebuurt e.o.' in de gemeente 'Amsterdam'.;BU03635900
BU03635901;GM0363;WijkenEnBuurten;1286;Beatrixpark;Buurt 'Beatrixpark' (BU03635901) is een buurt in wijk 'Prinses Irenebuurt e.o.' in de gemeente 'Amsterdam'.;BU03635901
WK036360;GM0363;WijkenEnBuurten;1287;Volewijck;Wijk 'Volewijck' (WK036360) is een wijk in de gemeente 'Amsterdam'.;WK036360
BU03636000;GM0363;WijkenEnBuurten;1288;Van der Pekbuurt;Buurt 'Van der Pekbuurt' (BU03636000) is een buurt in wijk 'Volewijck' in de gemeente 'Amsterdam'.;BU03636000
BU03636001;GM0363;WijkenEnBuurten;1289;Bloemenbuurt Zuid;Buurt 'Bloemenbuurt Zuid' (BU03636001) is een buurt in wijk 'Volewijck' in de gemeente 'Amsterdam'.;BU03636001
BU03636002;GM0363;WijkenEnBuurten;1290;Bloemenbuurt Noord;Buurt 'Bloemenbuurt Noord' (BU03636002) is een buurt in wijk 'Volewijck' in de gemeente 'Amsterdam'.;BU03636002
WK036361;GM0363;WijkenEnBuurten;1291;IJplein/Vogelbuurt;Wijk 'IJplein/Vogelbuurt' (WK036361) is een wijk in de gemeente 'Amsterdam'.;WK036361
BU03636100;GM0363;WijkenEnBuurten;1292;IJplein e.o.;Buurt 'IJplein e.o.' (BU03636100) is een buurt in wijk 'IJplein/Vogelbuurt' in de gemeente 'Amsterdam'.;BU03636100
BU03636101;GM0363;WijkenEnBuurten;1293;Vogelbuurt Zuid;Buurt 'Vogelbuurt Zuid' (BU03636101) is een buurt in wijk 'IJplein/Vogelbuurt' in de gemeente 'Amsterdam'.;BU03636101
BU03636102;GM0363;WijkenEnBuurten;1294;Vogelbuurt Noord;Buurt 'Vogelbuurt Noord' (BU03636102) is een buurt in wijk 'IJplein/Vogelbuurt' in de gemeente 'Amsterdam'.;BU03636102
BU03636103;GM0363;WijkenEnBuurten;1295;Vliegenbos;Buurt 'Vliegenbos' (BU03636103) is een buurt in wijk 'IJplein/Vogelbuurt' in de gemeente 'Amsterdam'.;BU03636103
WK036362;GM0363;WijkenEnBuurten;1296;Tuindorp Nieuwendam;Wijk 'Tuindorp Nieuwendam' (WK036362) is een wijk in de gemeente 'Amsterdam'.;WK036362
BU03636200;GM0363;WijkenEnBuurten;1297;Tuindorp Nieuwendam West;Buurt 'Tuindorp Nieuwendam West' (BU03636200) is een buurt in wijk 'Tuindorp Nieuwendam' in de gemeente 'Amsterdam'.;BU03636200
BU03636201;GM0363;WijkenEnBuurten;1298;Tuindorp Nieuwendam Oost;Buurt 'Tuindorp Nieuwendam Oost' (BU03636201) is een buurt in wijk 'Tuindorp Nieuwendam' in de gemeente 'Amsterdam'.;BU03636201
WK036363;GM0363;WijkenEnBuurten;1299;Tuindorp Buiksloot;Wijk 'Tuindorp Buiksloot' (WK036363) is een wijk in de gemeente 'Amsterdam'.;WK036363
BU03636300;GM0363;WijkenEnBuurten;1300;Blauwe Zand;Buurt 'Blauwe Zand' (BU03636300) is een buurt in wijk 'Tuindorp Buiksloot' in de gemeente 'Amsterdam'.;BU03636300
WK036364;GM0363;WijkenEnBuurten;1301;Nieuwendammerdijk/Buiksloterdijk;Wijk 'Nieuwendammerdijk/Buiksloterdijk' (WK036364) is een wijk in de gemeente 'Amsterdam'.;WK036364
BU03636400;GM0363;WijkenEnBuurten;1302;Buiksloterdijk West;Buurt 'Buiksloterdijk West' (BU03636400) is een buurt in wijk 'Nieuwendammerdijk/Buiksloterdijk' in de gemeente 'Amsterdam'.;BU03636400
BU03636401;GM0363;WijkenEnBuurten;1303;Buiksloterdijk Oost;Buurt 'Buiksloterdijk Oost' (BU03636401) is een buurt in wijk 'Nieuwendammerdijk/Buiksloterdijk' in de gemeente 'Amsterdam'.;BU03636401
BU03636402;GM0363;WijkenEnBuurten;1304;Nieuwendammerdijk West;Buurt 'Nieuwendammerdijk West' (BU03636402) is een buurt in wijk 'Nieuwendammerdijk/Buiksloterdijk' in de gemeente 'Amsterdam'.;BU03636402
BU03636403;GM0363;WijkenEnBuurten;1305;Nieuwendammerdijk Oost;Buurt 'Nieuwendammerdijk Oost' (BU03636403) is een buurt in wijk 'Nieuwendammerdijk/Buiksloterdijk' in de gemeente 'Amsterdam'.;BU03636403
BU03636404;GM0363;WijkenEnBuurten;1306;Nieuwendammerdijk Zuid;Buurt 'Nieuwendammerdijk Zuid' (BU03636404) is een buurt in wijk 'Nieuwendammerdijk/Buiksloterdijk' in de gemeente 'Amsterdam'.;BU03636404
WK036365;GM0363;WijkenEnBuurten;1307;Tuindorp Oostzaan;Wijk 'Tuindorp Oostzaan' (WK036365) is een wijk in de gemeente 'Amsterdam'.;WK036365
BU03636500;GM0363;WijkenEnBuurten;1308;Tuindorp Oostzaan West;Buurt 'Tuindorp Oostzaan West' (BU03636500) is een buurt in wijk 'Tuindorp Oostzaan' in de gemeente 'Amsterdam'.;BU03636500
BU03636501;GM0363;WijkenEnBuurten;1309;Tuindorp Oostzaan Oost;Buurt 'Tuindorp Oostzaan Oost' (BU03636501) is een buurt in wijk 'Tuindorp Oostzaan' in de gemeente 'Amsterdam'.;BU03636501
BU03636502;GM0363;WijkenEnBuurten;1310;Terrasdorp;Buurt 'Terrasdorp' (BU03636502) is een buurt in wijk 'Tuindorp Oostzaan' in de gemeente 'Amsterdam'.;BU03636502
BU03636503;GM0363;WijkenEnBuurten;1311;De Bongerd;Buurt 'De Bongerd' (BU03636503) is een buurt in wijk 'Tuindorp Oostzaan' in de gemeente 'Amsterdam'.;BU03636503
WK036366;GM0363;WijkenEnBuurten;1312;Oostzanerwerf;Wijk 'Oostzanerwerf' (WK036366) is een wijk in de gemeente 'Amsterdam'.;WK036366
BU03636601;GM0363;WijkenEnBuurten;1313;Oostzanerdijk;Buurt 'Oostzanerdijk' (BU03636601) is een buurt in wijk 'Oostzanerwerf' in de gemeente 'Amsterdam'.;BU03636601
