index,Periode,SES-Score,Spreiding,Plaats,Buurt,Wijk,Gemeente,Region_Code,Region_Description,ID,RegioS,Perioden,GemiddeldeVerkoopprijs_1
116982,2016JJ00,"-0,11","0,902",Sittard-Geleen,,,Sittard-Geleen,GM1883,Gemeente 'Sittard-Geleen' (GM1883),16609,GM1883,2016JJ00,175624.0
116984,2017JJ00,"-0,114","0,905",Sittard-Geleen,,,Sittard-Geleen,GM1883,Gemeente 'Sittard-Geleen' (GM1883),16610,GM1883,2017JJ00,184726.0
116986,2018JJ00,"-0,109","0,903",Sittard-Geleen,,,Sittard-Geleen,GM1883,Gemeente 'Sittard-Geleen' (GM1883),16611,GM1883,2018JJ00,202960.0
116988,2019JJ00,"-0,114","0,905",Sittard-Geleen,,,Sittard-Geleen,GM1883,Gemeente 'Sittard-Geleen' (GM1883),16612,GM1883,2019JJ00,218196.0
117434,2014JJ00,"0,033","0,76",Sliedrecht,,,Sliedrecht,GM0610,Gemeente 'Sliedrecht' (GM0610),16694,GM0610,2014JJ00,191665.0
117436,2015JJ00,"0,028","0,769",Sliedrecht,,,Sliedrecht,GM0610,Gemeente 'Sliedrecht' (GM0610),16695,GM0610,2015JJ00,201141.0
117438,2016JJ00,"0,019","0,784",Sliedrecht,,,Sliedrecht,GM0610,Gemeente 'Sliedrecht' (GM0610),16696,GM0610,2016JJ00,209918.0
117440,2017JJ00,"-0,003","0,804",Sliedrecht,,,Sliedrecht,GM0610,Gemeente 'Sliedrecht' (GM0610),16697,GM0610,2017JJ00,217970.0
117442,2018JJ00,"0,005","0,799",Sliedrecht,,,Sliedrecht,GM0610,Gemeente 'Sliedrecht' (GM0610),16698,GM0610,2018JJ00,230351.0
117444,2019JJ00,"0,014","0,791",Sliedrecht,,,Sliedrecht,GM0610,Gemeente 'Sliedrecht' (GM0610),16699,GM0610,2019JJ00,257417.0
117742,2014JJ00,"0,052","0,725",Sluis,,,Sluis,GM1714,Gemeente 'Sluis' (GM1714),16752,GM1714,2014JJ00,173522.0
117744,2015JJ00,"0,041","0,733",Sluis,,,Sluis,GM1714,Gemeente 'Sluis' (GM1714),16753,GM1714,2015JJ00,206298.0
117746,2016JJ00,"0,04","0,735",Sluis,,,Sluis,GM1714,Gemeente 'Sluis' (GM1714),16754,GM1714,2016JJ00,207560.0
117748,2017JJ00,"0,029","0,744",Sluis,,,Sluis,GM1714,Gemeente 'Sluis' (GM1714),16755,GM1714,2017JJ00,223694.0
117750,2018JJ00,"0,028","0,746",Sluis,,,Sluis,GM1714,Gemeente 'Sluis' (GM1714),16756,GM1714,2018JJ00,229776.0
117752,2019JJ00,"0,029","0,742",Sluis,,,Sluis,GM1714,Gemeente 'Sluis' (GM1714),16757,GM1714,2019JJ00,246366.0
118180,2014JJ00,"-0,054","0,815",Smallingerland,,,Smallingerland,GM0090,Gemeente 'Smallingerland' (GM0090),16810,GM0090,2014JJ00,170722.0
118182,2015JJ00,"-0,06","0,825",Smallingerland,,,Smallingerland,GM0090,Gemeente 'Smallingerland' (GM0090),16811,GM0090,2015JJ00,174632.0
118184,2016JJ00,"-0,062","0,833",Smallingerland,,,Smallingerland,GM0090,Gemeente 'Smallingerland' (GM0090),16812,GM0090,2016JJ00,183644.0
118186,2017JJ00,"-0,073","0,848",Smallingerland,,,Smallingerland,GM0090,Gemeente 'Smallingerland' (GM0090),16813,GM0090,2017JJ00,190981.0
118188,2018JJ00,"-0,07","0,843",Smallingerland,,,Smallingerland,GM0090,Gemeente 'Smallingerland' (GM0090),16814,GM0090,2018JJ00,218812.0
118190,2019JJ00,"-0,066","0,838",Smallingerland,,,Smallingerland,GM0090,Gemeente 'Smallingerland' (GM0090),16815,GM0090,2019JJ00,233493.0
118512,2014JJ00,"0,115","0,77",Soest,,,Soest,GM0342,Gemeente 'Soest' (GM0342),16897,GM0342,2014JJ00,274337.0
118514,2015JJ00,"0,118","0,775",Soest,,,Soest,GM0342,Gemeente 'Soest' (GM0342),16898,GM0342,2015JJ00,289285.0
118516,2016JJ00,"0,117","0,782",Soest,,,Soest,GM0342,Gemeente 'Soest' (GM0342),16899,GM0342,2016JJ00,305207.0
118518,2017JJ00,"0,108","0,795",Soest,,,Soest,GM0342,Gemeente 'Soest' (GM0342),16900,GM0342,2017JJ00,339565.0
118520,2018JJ00,"0,116","0,793",Soest,,,Soest,GM0342,Gemeente 'Soest' (GM0342),16901,GM0342,2018JJ00,377088.0
118522,2019JJ00,"0,129","0,785",Soest,,,Soest,GM0342,Gemeente 'Soest' (GM0342),16902,GM0342,2019JJ00,394385.0
118848,2014JJ00,"0,125","0,707",Someren,,,Someren,GM0847,Gemeente 'Someren' (GM0847),16926,GM0847,2014JJ00,243113.0
118850,2015JJ00,"0,126","0,713",Someren,,,Someren,GM0847,Gemeente 'Someren' (GM0847),16927,GM0847,2015JJ00,236375.0
118852,2016JJ00,"0,122","0,721",Someren,,,Someren,GM0847,Gemeente 'Someren' (GM0847),16928,GM0847,2016JJ00,252785.0
118854,2017JJ00,"0,112","0,737",Someren,,,Someren,GM0847,Gemeente 'Someren' (GM0847),16929,GM0847,2017JJ00,264060.0
118856,2018JJ00,"0,117","0,729",Someren,,,Someren,GM0847,Gemeente 'Someren' (GM0847),16930,GM0847,2018JJ00,289461.0
118858,2019JJ00,"0,133","0,719",Someren,,,Someren,GM0847,Gemeente 'Someren' (GM0847),16931,GM0847,2019JJ00,317973.0
119028,2014JJ00,"0,222","0,667",Son en Breugel,,,Son en Breugel,GM0848,Gemeente 'Son en Breugel' (GM0848),16955,GM0848,2014JJ00,272932.0
119030,2015JJ00,"0,22","0,678",Son en Breugel,,,Son en Breugel,GM0848,Gemeente 'Son en Breugel' (GM0848),16956,GM0848,2015JJ00,296608.0
119032,2016JJ00,"0,22","0,684",Son en Breugel,,,Son en Breugel,GM0848,Gemeente 'Son en Breugel' (GM0848),16957,GM0848,2016JJ00,312240.0
119034,2017JJ00,"0,224","0,688",Son en Breugel,,,Son en Breugel,GM0848,Gemeente 'Son en Breugel' (GM0848),16958,GM0848,2017JJ00,325974.0
119036,2018JJ00,"0,235","0,689",Son en Breugel,,,Son en Breugel,GM0848,Gemeente 'Son en Breugel' (GM0848),16959,GM0848,2018JJ00,352755.0
119038,2019JJ00,"0,242","0,682",Son en Breugel,,,Son en Breugel,GM0848,Gemeente 'Son en Breugel' (GM0848),16960,GM0848,2019JJ00,400261.0
119136,2014JJ00,"-0,154","0,815",Stadskanaal,,,Stadskanaal,GM0037,Gemeente 'Stadskanaal' (GM0037),17100,GM0037,2014JJ00,148184.0
119138,2015JJ00,"-0,159","0,819",Stadskanaal,,,Stadskanaal,GM0037,Gemeente 'Stadskanaal' (GM0037),17101,GM0037,2015JJ00,156406.0
119140,2016JJ00,"-0,164","0,825",Stadskanaal,,,Stadskanaal,GM0037,Gemeente 'Stadskanaal' (GM0037),17102,GM0037,2016JJ00,161392.0
119142,2017JJ00,"-0,174","0,838",Stadskanaal,,,Stadskanaal,GM0037,Gemeente 'Stadskanaal' (GM0037),17103,GM0037,2017JJ00,167385.0
119144,2018JJ00,"-0,177","0,845",Stadskanaal,,,Stadskanaal,GM0037,Gemeente 'Stadskanaal' (GM0037),17104,GM0037,2018JJ00,180249.0
119146,2019JJ00,"-0,178","0,847",Stadskanaal,,,Stadskanaal,GM0037,Gemeente 'Stadskanaal' (GM0037),17105,GM0037,2019JJ00,185491.0
119488,2014JJ00,"0,205","0,608",Staphorst,,,Staphorst,GM0180,Gemeente 'Staphorst' (GM0180),17158,GM0180,2014JJ00,205165.0
119490,2015JJ00,"0,205","0,612",Staphorst,,,Staphorst,GM0180,Gemeente 'Staphorst' (GM0180),17159,GM0180,2015JJ00,213491.0
119492,2016JJ00,"0,203","0,624",Staphorst,,,Staphorst,GM0180,Gemeente 'Staphorst' (GM0180),17160,GM0180,2016JJ00,239236.0
119494,2017JJ00,"0,201","0,63",Staphorst,,,Staphorst,GM0180,Gemeente 'Staphorst' (GM0180),17161,GM0180,2017JJ00,245935.0
119496,2018JJ00,"0,207","0,625",Staphorst,,,Staphorst,GM0180,Gemeente 'Staphorst' (GM0180),17162,GM0180,2018JJ00,252767.0
119498,2019JJ00,"0,216","0,61",Staphorst,,,Staphorst,GM0180,Gemeente 'Staphorst' (GM0180),17163,GM0180,2019JJ00,265255.0
119764,2014JJ00,"0,063","0,709",Stede Broec,,,Stede Broec,GM0532,Gemeente 'Stede Broec' (GM0532),17187,GM0532,2014JJ00,188510.0
119766,2015JJ00,"0,057","0,72",Stede Broec,,,Stede Broec,GM0532,Gemeente 'Stede Broec' (GM0532),17188,GM0532,2015JJ00,193316.0
119768,2016JJ00,"0,043","0,733",Stede Broec,,,Stede Broec,GM0532,Gemeente 'Stede Broec' (GM0532),17189,GM0532,2016JJ00,201709.0
119770,2017JJ00,"0,031","0,747",Stede Broec,,,Stede Broec,GM0532,Gemeente 'Stede Broec' (GM0532),17190,GM0532,2017JJ00,228179.0
119772,2018JJ00,"0,038","0,741",Stede Broec,,,Stede Broec,GM0532,Gemeente 'Stede Broec' (GM0532),17191,GM0532,2018JJ00,238864.0
119774,2019JJ00,"0,044","0,733",Stede Broec,,,Stede Broec,GM0532,Gemeente 'Stede Broec' (GM0532),17192,GM0532,2019JJ00,270874.0
119992,2014JJ00,"0,075","0,717",Steenbergen,,,Steenbergen,GM0851,Gemeente 'Steenbergen' (GM0851),17216,GM0851,2014JJ00,191503.0
119994,2015JJ00,"0,052","0,743",Steenbergen,,,Steenbergen,GM0851,Gemeente 'Steenbergen' (GM0851),17217,GM0851,2015JJ00,189787.0
119996,2016JJ00,"0,055","0,734",Steenbergen,,,Steenbergen,GM0851,Gemeente 'Steenbergen' (GM0851),17218,GM0851,2016JJ00,208556.0
119998,2017JJ00,"0,063","0,735",Steenbergen,,,Steenbergen,GM0851,Gemeente 'Steenbergen' (GM0851),17219,GM0851,2017JJ00,223242.0
120000,2018JJ00,"0,004","0,76",Steenbergen,,,Steenbergen,GM0851,Gemeente 'Steenbergen' (GM0851),17220,GM0851,2018JJ00,230678.0
120002,2019JJ00,"-0,008","0,77",Steenbergen,,,Steenbergen,GM0851,Gemeente 'Steenbergen' (GM0851),17221,GM0851,2019JJ00,250782.0
120206,2014JJ00,"0,013","0,758",Steenwijkerland,,,Steenwijkerland,GM1708,Gemeente 'Steenwijkerland' (GM1708),17303,GM1708,2014JJ00,196261.0
120208,2015JJ00,"0,007","0,765",Steenwijkerland,,,Steenwijkerland,GM1708,Gemeente 'Steenwijkerland' (GM1708),17304,GM1708,2015JJ00,200766.0
120210,2016JJ00,"0,004","0,776",Steenwijkerland,,,Steenwijkerland,GM1708,Gemeente 'Steenwijkerland' (GM1708),17305,GM1708,2016JJ00,203799.0
120212,2017JJ00,"-0,001","0,783",Steenwijkerland,,,Steenwijkerland,GM1708,Gemeente 'Steenwijkerland' (GM1708),17306,GM1708,2017JJ00,226754.0
120214,2018JJ00,"0,005","0,783",Steenwijkerland,,,Steenwijkerland,GM1708,Gemeente 'Steenwijkerland' (GM1708),17307,GM1708,2018JJ00,234505.0
120216,2019JJ00,"0,018","0,77",Steenwijkerland,,,Steenwijkerland,GM1708,Gemeente 'Steenwijkerland' (GM1708),17308,GM1708,2019JJ00,250383.0
120906,2014JJ00,"0,049","0,729",Stein,,,Stein,GM0971,Gemeente 'Stein' (GM0971),17332,GM0971,2014JJ00,175535.0
120908,2015JJ00,"0,047","0,735",Stein,,,Stein,GM0971,Gemeente 'Stein' (GM0971),17333,GM0971,2015JJ00,172945.0
120910,2016JJ00,"0,044","0,744",Stein,,,Stein,GM0971,Gemeente 'Stein' (GM0971),17334,GM0971,2016JJ00,191205.0
120912,2017JJ00,"0,044","0,746",Stein,,,Stein,GM0971,Gemeente 'Stein' (GM0971),17335,GM0971,2017JJ00,206656.0
120914,2018JJ00,"0,04","0,751",Stein,,,Stein,GM0971,Gemeente 'Stein' (GM0971),17336,GM0971,2018JJ00,235462.0
120916,2019JJ00,"0,043","0,75",Stein,,,Stein,GM0971,Gemeente 'Stein' (GM0971),17337,GM0971,2019JJ00,236204.0
121086,2014JJ00,"0,181","0,721",Stichtse Vecht,,,Stichtse Vecht,GM1904,Gemeente 'Stichtse Vecht' (GM1904),17361,GM1904,2014JJ00,274119.0
121088,2015JJ00,"0,179","0,729",Stichtse Vecht,,,Stichtse Vecht,GM1904,Gemeente 'Stichtse Vecht' (GM1904),17362,GM1904,2015JJ00,284937.0
121090,2016JJ00,"0,178","0,734",Stichtse Vecht,,,Stichtse Vecht,GM1904,Gemeente 'Stichtse Vecht' (GM1904),17363,GM1904,2016JJ00,293234.0
121092,2017JJ00,"0,173","0,744",Stichtse Vecht,,,Stichtse Vecht,GM1904,Gemeente 'Stichtse Vecht' (GM1904),17364,GM1904,2017JJ00,352057.0
121094,2018JJ00,"0,176","0,743",Stichtse Vecht,,,Stichtse Vecht,GM1904,Gemeente 'Stichtse Vecht' (GM1904),17365,GM1904,2018JJ00,380666.0
121096,2019JJ00,"0,18","0,747",Stichtse Vecht,,,Stichtse Vecht,GM1904,Gemeente 'Stichtse Vecht' (GM1904),17366,GM1904,2019JJ00,383891.0
121828,2014JJ00,"0,021","0,76",Súdwest-Fryslân,,,Súdwest-Fryslân,GM1900,Gemeente 'Súdwest-Fryslân' (GM1900),17448,GM1900,2014JJ00,182523.0
121830,2015JJ00,"0,014","0,771",Súdwest-Fryslân,,,Súdwest-Fryslân,GM1900,Gemeente 'Súdwest-Fryslân' (GM1900),17449,GM1900,2015JJ00,190035.0
121832,2016JJ00,"0,011","0,782",Súdwest-Fryslân,,,Súdwest-Fryslân,GM1900,Gemeente 'Súdwest-Fryslân' (GM1900),17450,GM1900,2016JJ00,199005.0
121834,2017JJ00,"0,004","0,794",Súdwest-Fryslân,,,Súdwest-Fryslân,GM1900,Gemeente 'Súdwest-Fryslân' (GM1900),17451,GM1900,2017JJ00,213070.0
121836,2018JJ00,"0,008","0,792",Súdwest-Fryslân,,,Súdwest-Fryslân,GM1900,Gemeente 'Súdwest-Fryslân' (GM1900),17452,GM1900,2018JJ00,215978.0
121838,2019JJ00,"0,01","0,79",Súdwest-Fryslân,,,Súdwest-Fryslân,GM1900,Gemeente 'Súdwest-Fryslân' (GM1900),17453,GM1900,2019JJ00,225650.0
122886,2014JJ00,"-0,014","0,773",Terneuzen,,,Terneuzen,GM0715,Gemeente 'Terneuzen' (GM0715),17593,GM0715,2014JJ00,153474.0
122888,2015JJ00,"-0,017","0,779",Terneuzen,,,Terneuzen,GM0715,Gemeente 'Terneuzen' (GM0715),17594,GM0715,2015JJ00,156869.0
122890,2016JJ00,"-0,032","0,793",Terneuzen,,,Terneuzen,GM0715,Gemeente 'Terneuzen' (GM0715),17595,GM0715,2016JJ00,162271.0
122892,2017JJ00,"-0,045","0,804",Terneuzen,,,Terneuzen,GM0715,Gemeente 'Terneuzen' (GM0715),17596,GM0715,2017JJ00,174793.0
122894,2018JJ00,"-0,046","0,802",Terneuzen,,,Terneuzen,GM0715,Gemeente 'Terneuzen' (GM0715),17597,GM0715,2018JJ00,179756.0
122896,2019JJ00,"-0,041","0,799",Terneuzen,,,Terneuzen,GM0715,Gemeente 'Terneuzen' (GM0715),17598,GM0715,2019JJ00,201581.0
123462,2014JJ00,"-0,033","0,825",Terschelling,,,Terschelling,GM0093,Gemeente 'Terschelling' (GM0093),17622,GM0093,2014JJ00,280197.0
123464,2015JJ00,"-0,049","0,835",Terschelling,,,Terschelling,GM0093,Gemeente 'Terschelling' (GM0093),17623,GM0093,2015JJ00,309811.0
123466,2016JJ00,"-0,075","0,858",Terschelling,,,Terschelling,GM0093,Gemeente 'Terschelling' (GM0093),17624,GM0093,2016JJ00,295631.0
123468,2017JJ00,"-0,062","0,845",Terschelling,,,Terschelling,GM0093,Gemeente 'Terschelling' (GM0093),17625,GM0093,2017JJ00,308242.0
123470,2018JJ00,"0,012","0,788",Terschelling,,,Terschelling,GM0093,Gemeente 'Terschelling' (GM0093),17626,GM0093,2018JJ00,335675.0
123472,2019JJ00,"0,041","0,757",Terschelling,,,Terschelling,GM0093,Gemeente 'Terschelling' (GM0093),17627,GM0093,2019JJ00,327548.0
123570,2014JJ00,"0,113","0,675",Texel,,,Texel,GM0448,Gemeente 'Texel' (GM0448),17680,GM0448,2014JJ00,221355.0
123572,2015JJ00,"0,107","0,681",Texel,,,Texel,GM0448,Gemeente 'Texel' (GM0448),17681,GM0448,2015JJ00,238937.0
123574,2016JJ00,"0,117","0,678",Texel,,,Texel,GM0448,Gemeente 'Texel' (GM0448),17682,GM0448,2016JJ00,254087.0
123576,2017JJ00,"0,117","0,681",Texel,,,Texel,GM0448,Gemeente 'Texel' (GM0448),17683,GM0448,2017JJ00,292311.0
123578,2018JJ00,"0,117","0,674",Texel,,,Texel,GM0448,Gemeente 'Texel' (GM0448),17684,GM0448,2018JJ00,297194.0
123580,2019JJ00,"0,12","0,669",Texel,,,Texel,GM0448,Gemeente 'Texel' (GM0448),17685,GM0448,2019JJ00,321732.0
123736,2014JJ00,"0,24","0,672",Teylingen,,,Teylingen,GM1525,Gemeente 'Teylingen' (GM1525),17709,GM1525,2014JJ00,290804.0
123738,2015JJ00,"0,242","0,68",Teylingen,,,Teylingen,GM1525,Gemeente 'Teylingen' (GM1525),17710,GM1525,2015JJ00,270737.0
123740,2016JJ00,"0,231","0,695",Teylingen,,,Teylingen,GM1525,Gemeente 'Teylingen' (GM1525),17711,GM1525,2016JJ00,292124.0
123742,2017JJ00,"0,227","0,701",Teylingen,,,Teylingen,GM1525,Gemeente 'Teylingen' (GM1525),17712,GM1525,2017JJ00,339955.0
123744,2018JJ00,"0,226","0,706",Teylingen,,,Teylingen,GM1525,Gemeente 'Teylingen' (GM1525),17713,GM1525,2018JJ00,334411.0
123746,2019JJ00,"0,234","0,696",Teylingen,,,Teylingen,GM1525,Gemeente 'Teylingen' (GM1525),17714,GM1525,2019JJ00,395293.0
124240,2014JJ00,"0,049","0,704",Tholen,,,Tholen,GM0716,Gemeente 'Tholen' (GM0716),17738,GM0716,2014JJ00,171622.0
124242,2015JJ00,"0,037","0,718",Tholen,,,Tholen,GM0716,Gemeente 'Tholen' (GM0716),17739,GM0716,2015JJ00,178823.0
124244,2016JJ00,"0,027","0,73",Tholen,,,Tholen,GM0716,Gemeente 'Tholen' (GM0716),17740,GM0716,2016JJ00,175067.0
124246,2017JJ00,"0,026","0,736",Tholen,,,Tholen,GM0716,Gemeente 'Tholen' (GM0716),17741,GM0716,2017JJ00,183833.0
124248,2018JJ00,"0,026","0,738",Tholen,,,Tholen,GM0716,Gemeente 'Tholen' (GM0716),17742,GM0716,2018JJ00,201442.0
124250,2019JJ00,"0,033","0,736",Tholen,,,Tholen,GM0716,Gemeente 'Tholen' (GM0716),17743,GM0716,2019JJ00,232909.0
124516,2014JJ00,"-0,027","0,829",Tiel,,,Tiel,GM0281,Gemeente 'Tiel' (GM0281),17796,GM0281,2014JJ00,191289.0
124518,2015JJ00,"-0,036","0,841",Tiel,,,Tiel,GM0281,Gemeente 'Tiel' (GM0281),17797,GM0281,2015JJ00,201570.0
124520,2016JJ00,"-0,047","0,855",Tiel,,,Tiel,GM0281,Gemeente 'Tiel' (GM0281),17798,GM0281,2016JJ00,216920.0
124522,2017JJ00,"-0,063","0,871",Tiel,,,Tiel,GM0281,Gemeente 'Tiel' (GM0281),17799,GM0281,2017JJ00,225180.0
124524,2018JJ00,"-0,063","0,868",Tiel,,,Tiel,GM0281,Gemeente 'Tiel' (GM0281),17800,GM0281,2018JJ00,234232.0
124526,2019JJ00,"-0,065","0,855",Tiel,,,Tiel,GM0281,Gemeente 'Tiel' (GM0281),17801,GM0281,2019JJ00,260785.0
124852,2014JJ00,"-0,131","0,921",Tilburg,,,Tilburg,GM0855,Gemeente 'Tilburg' (GM0855),17825,GM0855,2014JJ00,198216.0
124854,2015JJ00,"-0,141","0,93",Tilburg,,,Tilburg,GM0855,Gemeente 'Tilburg' (GM0855),17826,GM0855,2015JJ00,204190.0
124856,2016JJ00,"-0,14","0,938",Tilburg,,,Tilburg,GM0855,Gemeente 'Tilburg' (GM0855),17827,GM0855,2016JJ00,208106.0
124858,2017JJ00,"-0,142","0,942",Tilburg,,,Tilburg,GM0855,Gemeente 'Tilburg' (GM0855),17828,GM0855,2017JJ00,227092.0
124860,2018JJ00,"-0,137","0,938",Tilburg,,,Tilburg,GM0855,Gemeente 'Tilburg' (GM0855),17829,GM0855,2018JJ00,247997.0
124862,2019JJ00,"-0,13","0,934",Tilburg,,,Tilburg,GM0855,Gemeente 'Tilburg' (GM0855),17830,GM0855,2019JJ00,265272.0
127480,2014JJ00,"0,203","0,654",Tubbergen,,,Tubbergen,GM0183,Gemeente 'Tubbergen' (GM0183),17854,GM0183,2014JJ00,222842.0
127482,2015JJ00,"0,204","0,655",Tubbergen,,,Tubbergen,GM0183,Gemeente 'Tubbergen' (GM0183),17855,GM0183,2015JJ00,233484.0
127484,2016JJ00,"0,206","0,663",Tubbergen,,,Tubbergen,GM0183,Gemeente 'Tubbergen' (GM0183),17856,GM0183,2016JJ00,246299.0
127486,2017JJ00,"0,205","0,67",Tubbergen,,,Tubbergen,GM0183,Gemeente 'Tubbergen' (GM0183),17857,GM0183,2017JJ00,270855.0
127488,2018JJ00,"0,212","0,671",Tubbergen,,,Tubbergen,GM0183,Gemeente 'Tubbergen' (GM0183),17858,GM0183,2018JJ00,289730.0
127490,2019JJ00,"0,215","0,669",Tubbergen,,,Tubbergen,GM0183,Gemeente 'Tubbergen' (GM0183),17859,GM0183,2019JJ00,317491.0
127798,2014JJ00,"0,027","0,727",Twenterand,,,Twenterand,GM1700,Gemeente 'Twenterand' (GM1700),17883,GM1700,2014JJ00,187335.0
127800,2015JJ00,"0,022","0,735",Twenterand,,,Twenterand,GM1700,Gemeente 'Twenterand' (GM1700),17884,GM1700,2015JJ00,195482.0
127802,2016JJ00,"0,019","0,746",Twenterand,,,Twenterand,GM1700,Gemeente 'Twenterand' (GM1700),17885,GM1700,2016JJ00,201440.0
127804,2017JJ00,"0,012","0,756",Twenterand,,,Twenterand,GM1700,Gemeente 'Twenterand' (GM1700),17886,GM1700,2017JJ00,221020.0
127806,2018JJ00,"0,014","0,758",Twenterand,,,Twenterand,GM1700,Gemeente 'Twenterand' (GM1700),17887,GM1700,2018JJ00,237752.0
127808,2019JJ00,"0,019","0,753",Twenterand,,,Twenterand,GM1700,Gemeente 'Twenterand' (GM1700),17888,GM1700,2019JJ00,248957.0
128098,2014JJ00,"0,212","0,679",Tynaarlo,,,Tynaarlo,GM1730,Gemeente 'Tynaarlo' (GM1730),17912,GM1730,2014JJ00,232828.0
128100,2015JJ00,"0,217","0,683",Tynaarlo,,,Tynaarlo,GM1730,Gemeente 'Tynaarlo' (GM1730),17913,GM1730,2015JJ00,240252.0
128102,2016JJ00,"0,214","0,694",Tynaarlo,,,Tynaarlo,GM1730,Gemeente 'Tynaarlo' (GM1730),17914,GM1730,2016JJ00,262004.0
128104,2017JJ00,"0,198","0,721",Tynaarlo,,,Tynaarlo,GM1730,Gemeente 'Tynaarlo' (GM1730),17915,GM1730,2017JJ00,273808.0
128106,2018JJ00,"0,214","0,71",Tynaarlo,,,Tynaarlo,GM1730,Gemeente 'Tynaarlo' (GM1730),17916,GM1730,2018JJ00,311688.0
128108,2019JJ00,"0,219","0,709",Tynaarlo,,,Tynaarlo,GM1730,Gemeente 'Tynaarlo' (GM1730),17917,GM1730,2019JJ00,309779.0
128492,2014JJ00,"0,073","0,712",Tytsjerksteradiel,,,Tytsjerksteradiel,GM0737,Gemeente 'Tytsjerksteradiel' (GM0737),17941,GM0737,2014JJ00,175070.0
128494,2015JJ00,"0,066","0,721",Tytsjerksteradiel,,,Tytsjerksteradiel,GM0737,Gemeente 'Tytsjerksteradiel' (GM0737),17942,GM0737,2015JJ00,184378.0
128496,2016JJ00,"0,063","0,728",Tytsjerksteradiel,,,Tytsjerksteradiel,GM0737,Gemeente 'Tytsjerksteradiel' (GM0737),17943,GM0737,2016JJ00,186058.0
128498,2017JJ00,"0,065","0,727",Tytsjerksteradiel,,,Tytsjerksteradiel,GM0737,Gemeente 'Tytsjerksteradiel' (GM0737),17944,GM0737,2017JJ00,212124.0
128500,2018JJ00,"0,066","0,727",Tytsjerksteradiel,,,Tytsjerksteradiel,GM0737,Gemeente 'Tytsjerksteradiel' (GM0737),17945,GM0737,2018JJ00,222739.0
128502,2019JJ00,"0,068","0,727",Tytsjerksteradiel,,,Tytsjerksteradiel,GM0737,Gemeente 'Tytsjerksteradiel' (GM0737),17946,GM0737,2019JJ00,235601.0
128890,2014JJ00,"0,067","0,762",Uden,,,Uden,GM0856,Gemeente 'Uden' (GM0856),17999,GM0856,2014JJ00,237081.0
128892,2015JJ00,"0,063","0,769",Uden,,,Uden,GM0856,Gemeente 'Uden' (GM0856),18000,GM0856,2015JJ00,227743.0
128894,2016JJ00,"0,062","0,776",Uden,,,Uden,GM0856,Gemeente 'Uden' (GM0856),18001,GM0856,2016JJ00,241112.0
128896,2017JJ00,"0,057","0,786",Uden,,,Uden,GM0856,Gemeente 'Uden' (GM0856),18002,GM0856,2017JJ00,266731.0
128898,2018JJ00,"0,056","0,786",Uden,,,Uden,GM0856,Gemeente 'Uden' (GM0856),18003,GM0856,2018JJ00,279099.0
128900,2019JJ00,"0,057","0,787",Uden,,,Uden,GM0856,Gemeente 'Uden' (GM0856),18004,GM0856,2019JJ00,304260.0
129178,2014JJ00,"0,248","0,646",Uitgeest,,,Uitgeest,GM0450,Gemeente 'Uitgeest' (GM0450),18057,GM0450,2014JJ00,223301.0
129180,2015JJ00,"0,255","0,649",Uitgeest,,,Uitgeest,GM0450,Gemeente 'Uitgeest' (GM0450),18058,GM0450,2015JJ00,243765.0
129182,2016JJ00,"0,248","0,661",Uitgeest,,,Uitgeest,GM0450,Gemeente 'Uitgeest' (GM0450),18059,GM0450,2016JJ00,279462.0
129184,2017JJ00,"0,242","0,668",Uitgeest,,,Uitgeest,GM0450,Gemeente 'Uitgeest' (GM0450),18060,GM0450,2017JJ00,280124.0
129186,2018JJ00,"0,24","0,672",Uitgeest,,,Uitgeest,GM0450,Gemeente 'Uitgeest' (GM0450),18061,GM0450,2018JJ00,326862.0
129188,2019JJ00,"0,244","0,675",Uitgeest,,,Uitgeest,GM0450,Gemeente 'Uitgeest' (GM0450),18062,GM0450,2019JJ00,336959.0
129262,2014JJ00,"0,145","0,717",Uithoorn,,,Uithoorn,GM0451,Gemeente 'Uithoorn' (GM0451),18086,GM0451,2014JJ00,233040.0
129264,2015JJ00,"0,128","0,737",Uithoorn,,,Uithoorn,GM0451,Gemeente 'Uithoorn' (GM0451),18087,GM0451,2015JJ00,244958.0
129266,2016JJ00,"0,122","0,747",Uithoorn,,,Uithoorn,GM0451,Gemeente 'Uithoorn' (GM0451),18088,GM0451,2016JJ00,255574.0
129268,2017JJ00,"0,124","0,748",Uithoorn,,,Uithoorn,GM0451,Gemeente 'Uithoorn' (GM0451),18089,GM0451,2017JJ00,297414.0
129270,2018JJ00,"0,129","0,746",Uithoorn,,,Uithoorn,GM0451,Gemeente 'Uithoorn' (GM0451),18090,GM0451,2018JJ00,343942.0
129272,2019JJ00,"0,133","0,749",Uithoorn,,,Uithoorn,GM0451,Gemeente 'Uithoorn' (GM0451),18091,GM0451,2019JJ00,364524.0
129470,2014JJ00,"0,127","0,632",Urk,,,Urk,GM0184,Gemeente 'Urk' (GM0184),18115,GM0184,2014JJ00,181103.0
129472,2015JJ00,"0,147","0,622",Urk,,,Urk,GM0184,Gemeente 'Urk' (GM0184),18116,GM0184,2015JJ00,189998.0
